epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
19,344.314,0.58101,0.89375,0.94636,0.7572,0.7433,0.82294,0.74946,0.50847,0.75971,0.90531,0.000391177,0.000391177,0.000391177
20,362.657,0.57471,0.85607,0.9416,0.75109,0.74703,0.82693,0.73599,0.52596,0.7725,0.91277,0.000386464,0.000386464,0.000386464
21,380.869,0.5687,0.84288,0.93621,0.66744,0.80091,0.79967,0.71737,0.52255,0.79768,0.90608,0.000381752,0.000381752,0.000381752
22,399.105,0.56463,0.82799,0.93651,0.80644,0.67852,0.80506,0.72122,0.52396,0.83651,0.91732,0.00037704,0.00037704,0.00037704
23,417.318,0.55214,0.80765,0.93232,0.81762,0.74853,0.82295,0.74422,0.51262,0.77936,0.91074,0.000372327,0.000372327,0.000372327
24,435.604,0.55575,0.81265,0.93447,0.78037,0.7575,0.82665,0.7517,0.48925,0.75932,0.89744,0.000367615,0.000367615,0.000367615
25,453.988,0.5481,0.78297,0.92925,0.82954,0.73731,0.83123,0.7532,0.47936,0.73751,0.89236,0.000362902,0.000362902,0.000362902
26,472.292,0.53917,0.7595,0.93043,0.86359,0.70819,0.81849,0.74744,0.50436,0.72938,0.89559,0.00035819,0.00035819,0.00035819
27,490.498,0.53254,0.74874,0.9231,0.85273,0.74759,0.82942,0.75695,0.48358,0.71825,0.88771,0.000353478,0.000353478,0.000353478
28,508.778,0.54481,0.74291,0.92631,0.79874,0.73942,0.82679,0.75903,0.4844,0.73335,0.89249,0.000348765,0.000348765,0.000348765
29,527.151,0.52669,0.71887,0.92335,0.82142,0.74858,0.82459,0.75355,0.49601,0.75808,0.90049,0.000344053,0.000344053,0.000344053
30,545.387,0.53179,0.71608,0.92095,0.81786,0.75001,0.82191,0.75023,0.48094,0.72022,0.89079,0.00033934,0.00033934,0.00033934
31,563.721,0.52157,0.69817,0.91841,0.83654,0.74968,0.83925,0.77054,0.46723,0.68494,0.88578,0.000334628,0.000334628,0.000334628
32,582.048,0.51922,0.70378,0.91578,0.80003,0.75094,0.80948,0.73957,0.47803,0.73203,0.89147,0.000329916,0.000329916,0.000329916
33,600.39,0.52498,0.68249,0.91645,0.84038,0.75081,0.8348,0.7607,0.4791,0.68151,0.89182,0.000325203,0.000325203,0.000325203
34,618.834,0.51336,0.66332,0.91443,0.86758,0.74821,0.85798,0.77514,0.46769,0.66456,0.88497,0.000320491,0.000320491,0.000320491
35,637.236,0.50646,0.6619,0.91299,0.85026,0.73091,0.82934,0.76136,0.46045,0.6943,0.88647,0.000315778,0.000315778,0.000315778
36,655.519,0.50056,0.66757,0.9143,0.80171,0.75698,0.8082,0.74957,0.46731,0.69746,0.88816,0.000311066,0.000311066,0.000311066
37,674.03,0.51255,0.64818,0.9103,0.85876,0.78867,0.84167,0.77358,0.46961,0.68239,0.88894,0.000306354,0.000306354,0.000306354
38,692.37,0.49849,0.63644,0.91191,0.81214,0.76756,0.84146,0.77111,0.47023,0.67872,0.88749,0.000301641,0.000301641,0.000301641
39,710.784,0.50419,0.63544,0.91308,0.83649,0.75621,0.83596,0.76882,0.47033,0.64829,0.88355,0.000296929,0.000296929,0.000296929
40,729.093,0.49595,0.6318,0.90794,0.86734,0.77777,0.85226,0.77944,0.45971,0.6466,0.87958,0.000292216,0.000292216,0.000292216
41,747.461,0.49325,0.61313,0.90519,0.88667,0.7153,0.84014,0.76898,0.46061,0.65612,0.88077,0.000287504,0.000287504,0.000287504
42,765.89,0.4974,0.62226,0.9075,0.85005,0.77147,0.84579,0.78323,0.465,0.70016,0.88545,0.000282792,0.000282792,0.000282792
43,784.281,0.49181,0.61046,0.90418,0.80583,0.73224,0.82086,0.75161,0.46637,0.6675,0.87781,0.000278079,0.000278079,0.000278079
44,802.997,0.48235,0.58591,0.90146,0.83612,0.76718,0.8343,0.76409,0.4426,0.62813,0.87498,0.000273367,0.000273367,0.000273367
45,821.509,0.48558,0.59091,0.90467,0.86172,0.77012,0.84922,0.76693,0.46104,0.6618,0.88298,0.000268654,0.000268654,0.000268654
46,839.926,0.48731,0.58667,0.90403,0.79397,0.7893,0.82868,0.76591,0.45978,0.66797,0.8815,0.000263942,0.000263942,0.000263942
47,858.298,0.48056,0.57414,0.90063,0.86204,0.76379,0.83007,0.77061,0.45628,0.63482,0.88094,0.00025923,0.00025923,0.00025923
48,876.963,0.46809,0.56106,0.8952,0.88991,0.73416,0.829,0.76403,0.44595,0.63353,0.87421,0.000254517,0.000254517,0.000254517
49,895.831,0.47938,0.55627,0.89971,0.87899,0.76522,0.85559,0.78692,0.44539,0.6205,0.87277,0.000249805,0.000249805,0.000249805
50,914.598,0.468,0.55647,0.8963,0.8958,0.76037,0.84525,0.77747,0.44924,0.61808,0.88201,0.000245092,0.000245092,0.000245092
51,933.13,0.46177,0.5527,0.89415,0.89006,0.74337,0.83759,0.77328,0.44195,0.62037,0.88126,0.00024038,0.00024038,0.00024038
52,951.664,0.46473,0.55151,0.89481,0.81595,0.79694,0.84026,0.77648,0.44085,0.62482,0.87666,0.000235668,0.000235668,0.000235668
53,970.129,0.4649,0.52667,0.89233,0.87076,0.75293,0.84583,0.7821,0.43222,0.61122,0.86796,0.000230955,0.000230955,0.000230955
54,988.507,0.45812,0.5333,0.89395,0.86785,0.76229,0.84877,0.78706,0.4368,0.61524,0.86868,0.000226243,0.000226243,0.000226243
55,1006.9,0.45221,0.53052,0.89246,0.83748,0.78383,0.8555,0.77944,0.45291,0.62386,0.8835,0.00022153,0.00022153,0.00022153
56,1025.37,0.4546,0.52368,0.88704,0.8789,0.77301,0.85721,0.78653,0.42919,0.61836,0.86903,0.000216818,0.000216818,0.000216818
57,1043.69,0.46155,0.52701,0.89617,0.89868,0.74962,0.84541,0.78396,0.43742,0.60251,0.87033,0.000212106,0.000212106,0.000212106
58,1062,0.45565,0.51986,0.89227,0.90581,0.76629,0.84401,0.7779,0.42956,0.5922,0.86723,0.000207393,0.000207393,0.000207393
59,1080.34,0.4479,0.52057,0.88829,0.8696,0.78283,0.85688,0.79158,0.42621,0.59953,0.87192,0.000202681,0.000202681,0.000202681
60,1098.66,0.44929,0.51524,0.8936,0.87788,0.76249,0.84683,0.78277,0.43734,0.61149,0.86694,0.000197968,0.000197968,0.000197968
61,1116.89,0.45151,0.51615,0.88891,0.85342,0.77507,0.84865,0.78222,0.43339,0.61141,0.86941,0.000193256,0.000193256,0.000193256
62,1135.26,0.45112,0.50732,0.88988,0.83341,0.78843,0.85433,0.78923,0.42405,0.61179,0.8609,0.000188544,0.000188544,0.000188544
63,1153.53,0.43914,0.4908,0.88866,0.88248,0.76801,0.85647,0.7859,0.4344,0.58889,0.87559,0.000183831,0.000183831,0.000183831
64,1171.87,0.44077,0.49694,0.88925,0.8481,0.79749,0.8583,0.79145,0.42294,0.59966,0.86862,0.000179119,0.000179119,0.000179119
65,1190.22,0.44416,0.49877,0.88778,0.89946,0.75291,0.84668,0.78354,0.42142,0.59807,0.86162,0.000174406,0.000174406,0.000174406
66,1208.42,0.4372,0.49084,0.88621,0.82255,0.78748,0.83885,0.78123,0.41848,0.59759,0.86343,0.000169694,0.000169694,0.000169694
67,1226.7,0.44018,0.48833,0.88809,0.90318,0.78761,0.84936,0.78375,0.42785,0.59962,0.86442,0.000164982,0.000164982,0.000164982
68,1245.11,0.43434,0.48185,0.8817,0.88122,0.76714,0.85472,0.79184,0.42263,0.58545,0.86196,0.000160269,0.000160269,0.000160269
69,1263.52,0.42484,0.46972,0.87939,0.90484,0.74489,0.83859,0.77975,0.42422,0.6157,0.86577,0.000155557,0.000155557,0.000155557
70,1281.82,0.42781,0.47,0.884,0.85129,0.77962,0.84969,0.78888,0.42341,0.59333,0.86461,0.000150844,0.000150844,0.000150844
71,1300.22,0.43091,0.47172,0.87951,0.88787,0.78136,0.85139,0.7849,0.41639,0.59232,0.86409,0.000146132,0.000146132,0.000146132
72,1318.45,0.42664,0.46557,0.88225,0.85168,0.78457,0.86165,0.79455,0.41528,0.5898,0.86559,0.00014142,0.00014142,0.00014142
73,1336.7,0.42109,0.45063,0.88058,0.85215,0.81161,0.85177,0.78924,0.41341,0.57053,0.86088,0.000136707,0.000136707,0.000136707
74,1355,0.4274,0.45697,0.88192,0.83181,0.8173,0.86334,0.79998,0.4039,0.56935,0.85778,0.000131995,0.000131995,0.000131995
75,1374.07,0.42203,0.45682,0.87865,0.88469,0.78244,0.84431,0.78655,0.41194,0.57638,0.86521,0.000127282,0.000127282,0.000127282
76,1392.92,0.41576,0.45572,0.8766,0.89613,0.77726,0.84608,0.78794,0.40721,0.56589,0.85876,0.00012257,0.00012257,0.00012257
77,1411.72,0.41516,0.4479,0.87555,0.87765,0.75872,0.85162,0.79066,0.41235,0.5807,0.86199,0.000117858,0.000117858,0.000117858
78,1430.14,0.42067,0.44529,0.87933,0.91146,0.74478,0.85666,0.79852,0.40157,0.56544,0.85754,0.000113145,0.000113145,0.000113145
79,1448.6,0.411,0.44262,0.87479,0.8576,0.77772,0.85178,0.79558,0.40764,0.57428,0.86125,0.000108433,0.000108433,0.000108433
80,1466.98,0.41541,0.44003,0.87416,0.90694,0.75277,0.84772,0.79329,0.40129,0.56642,0.85827,0.00010372,0.00010372,0.00010372
81,1485.51,0.41038,0.44013,0.87251,0.90883,0.76166,0.84937,0.79555,0.40651,0.56254,0.85851,9.9008e-05,9.9008e-05,9.9008e-05
82,1580.91,0.41802,0.44064,0.8767,0.8467,0.79376,0.84142,0.78443,0.40425,0.57094,0.85889,9.42956e-05,9.42956e-05,9.42956e-05
83,1599.11,0.40377,0.42802,0.86996,0.86956,0.7874,0.84878,0.79333,0.39872,0.56847,0.85532,8.95832e-05,8.95832e-05,8.95832e-05
84,1616.46,0.40728,0.43117,0.87684,0.8903,0.76521,0.84433,0.78913,0.39602,0.56266,0.85449,8.48708e-05,8.48708e-05,8.48708e-05
85,1633.99,0.40289,0.42533,0.87269,0.91838,0.77032,0.84509,0.78424,0.39841,0.57335,0.85719,8.01584e-05,8.01584e-05,8.01584e-05
86,1651.73,0.4011,0.41884,0.87198,0.8705,0.79633,0.85062,0.7895,0.39845,0.55937,0.85683,7.5446e-05,7.5446e-05,7.5446e-05
87,1669.6,0.39885,0.42986,0.87657,0.91967,0.76554,0.84898,0.79345,0.39482,0.55527,0.85358,7.07336e-05,7.07336e-05,7.07336e-05
88,1687.86,0.3971,0.41304,0.87008,0.9054,0.75878,0.85384,0.79758,0.39778,0.55754,0.85581,6.60212e-05,6.60212e-05,6.60212e-05
89,1705.99,0.39285,0.415,0.86976,0.87491,0.79172,0.85557,0.80044,0.39445,0.5399,0.85467,6.13088e-05,6.13088e-05,6.13088e-05
90,1724.17,0.40342,0.41643,0.87295,0.8789,0.78949,0.85121,0.79358,0.39711,0.55449,0.85511,5.65964e-05,5.65964e-05,5.65964e-05
