epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
23,375.101,0.53097,0.76827,0.92378,0.76403,0.72662,0.8091,0.74687,0.4885,0.77834,0.89512,0.000268654,0.000268654,0.000268654
24,391.81,0.5313,0.76963,0.9229,0.85652,0.74483,0.81028,0.73863,0.49306,0.7064,0.8996,0.00025923,0.00025923,0.00025923
25,408.302,0.52077,0.74459,0.91918,0.8406,0.7451,0.83325,0.76528,0.4837,0.71493,0.88785,0.000249805,0.000249805,0.000249805
26,424.835,0.516,0.72412,0.92234,0.83097,0.7574,0.82572,0.75156,0.4877,0.68719,0.88597,0.00024038,0.00024038,0.00024038
27,441.363,0.50782,0.71489,0.91364,0.82364,0.72603,0.81703,0.74063,0.48418,0.73575,0.8883,0.000230955,0.000230955,0.000230955
28,457.897,0.51782,0.7028,0.91711,0.81848,0.76339,0.83374,0.75516,0.47361,0.67983,0.88334,0.00022153,0.00022153,0.00022153
29,474.346,0.49679,0.67924,0.91062,0.84949,0.75648,0.83855,0.76883,0.47322,0.70758,0.88405,0.000212106,0.000212106,0.000212106
30,490.776,0.49876,0.67562,0.90783,0.90041,0.72888,0.82953,0.75582,0.45909,0.68362,0.87499,0.000202681,0.000202681,0.000202681
31,507.288,0.49182,0.65507,0.90589,0.83289,0.78109,0.84983,0.7823,0.45485,0.66518,0.87712,0.000193256,0.000193256,0.000193256
32,523.793,0.4911,0.65802,0.90474,0.78723,0.81066,0.84433,0.77662,0.44822,0.67206,0.87313,0.000183831,0.000183831,0.000183831
33,540.391,0.49209,0.64018,0.90595,0.81427,0.7791,0.84171,0.77907,0.44935,0.6254,0.87381,0.000174406,0.000174406,0.000174406
34,557.049,0.48238,0.61587,0.90214,0.87195,0.77941,0.84777,0.78184,0.45063,0.64335,0.8728,0.000164982,0.000164982,0.000164982
35,573.614,0.47218,0.61396,0.89899,0.88993,0.78072,0.86032,0.79102,0.44574,0.61071,0.86617,0.000155557,0.000155557,0.000155557
36,590.084,0.46465,0.6141,0.90012,0.86642,0.77645,0.85936,0.79443,0.44181,0.64337,0.87384,0.000146132,0.000146132,0.000146132
37,606.694,0.47643,0.59608,0.8979,0.83777,0.74533,0.83889,0.77175,0.44822,0.62916,0.87357,0.000136707,0.000136707,0.000136707
38,623.184,0.46069,0.58628,0.89644,0.84505,0.81516,0.85429,0.78908,0.44009,0.61701,0.86706,0.000127282,0.000127282,0.000127282
39,639.785,0.46648,0.58403,0.89876,0.91154,0.7651,0.85601,0.79287,0.4273,0.60664,0.86408,0.000117858,0.000117858,0.000117858
40,656.315,0.456,0.57787,0.89378,0.8568,0.79772,0.85894,0.79768,0.43172,0.61841,0.86683,0.000108433,0.000108433,0.000108433
41,672.983,0.39422,0.44973,0.87369,0.88322,0.77055,0.84857,0.77899,0.4419,0.60212,0.87146,9.9008e-05,9.9008e-05,9.9008e-05
42,689.207,0.38396,0.4246,0.87024,0.87532,0.78013,0.84579,0.78576,0.43301,0.62023,0.86778,8.95832e-05,8.95832e-05,8.95832e-05
43,705.472,0.37933,0.40741,0.86024,0.85505,0.78767,0.84518,0.78855,0.42849,0.61059,0.86636,8.01584e-05,8.01584e-05,8.01584e-05
44,721.65,0.37748,0.40992,0.86575,0.81232,0.80085,0.82973,0.77426,0.43102,0.6051,0.86795,7.07336e-05,7.07336e-05,7.07336e-05
45,737.877,0.36875,0.39562,0.85653,0.8244,0.80091,0.84115,0.78354,0.42257,0.59655,0.86146,6.13088e-05,6.13088e-05,6.13088e-05
46,754.158,0.36521,0.38935,0.85768,0.81256,0.81517,0.84537,0.79064,0.41797,0.59077,0.86148,5.1884e-05,5.1884e-05,5.1884e-05
47,770.3,0.35691,0.38053,0.85838,0.84498,0.78491,0.83775,0.78173,0.42063,0.59284,0.86254,4.24592e-05,4.24592e-05,4.24592e-05
48,786.527,0.35024,0.374,0.85124,0.91025,0.76331,0.84159,0.78905,0.41705,0.58411,0.8624,3.30344e-05,3.30344e-05,3.30344e-05
49,802.749,0.3478,0.37071,0.85103,0.90042,0.79308,0.85131,0.79813,0.41625,0.57319,0.86189,2.36096e-05,2.36096e-05,2.36096e-05
50,819.05,0.34831,0.37042,0.85147,0.91952,0.78613,0.85207,0.79866,0.40962,0.57004,0.85862,1.41848e-05,1.41848e-05,1.41848e-05
